StoreName,rewardid,rewardOfferId,itemPriceId
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
sainsburys,RWM0002277,ROM0007282,RIT0017596:RIP0018879
